journal	journal_abbrev	articles	publication_days_mean	publication_days_median	publication_days_max	publication_days_min	publication_days_geq_100	acceptance_days_mean	acceptance_days_median	acceptance_days_max	acceptance_days_min	total_articles
Infectious disorders drug targets	Infect Disord Drug Targets	10	6.6	5	16	1	0	33.9	33.5	99	2	46
Inflammation research : official journal of the European Histamine Research Society ... [et al.]	Inflamm Res	136	17.1764705882353	15	47	5	0	156.764705882353	150.5	468	3	138
Inflammopharmacology	Inflammopharmacology	36	22.4166666666667	21	73	9	0	44.8888888888889	34.5	159	7	36
Influenza and other respiratory viruses	Influenza Other Respir Viruses	6	12.8333333333333	11.5	19	8	0	149.666666666667	148	238	78	108
Influenza research and treatment	Influenza Res Treat	3	27.3333333333333	27	43	12	0	72.6666666666667	68	97	53	3
Injury	Injury	536	12.294776119403	11	71	4	0	97.3208955223881	85.5	615	1	679
Injury prevention : journal of the International Society for Child and Adolescent Injury Prevention	Inj Prev	10	27.2	22	70	18	0	148.8	125	420	74	144
Innate immunity	Innate Immun	22	62.5454545454545	58.5	154	28	0.0454545454545455	107.818181818182	95	210	28	60
Insect biochemistry and molecular biology	Insect Biochem Mol Biol	196	12.9591836734694	11	62	2	0	92.0459183673469	71.5	552	7	199
Insect molecular biology	Insect Mol Biol	11	60.5454545454545	55	152	34	0.0909090909090909	142.727272727273	133	285	53	99
Insectes sociaux	Insectes Soc	4	23	19	38	16	0	143.25	161	190	61	5
Insights into imaging	Insights Imaging	94	37.9042553191489	32	134	14	0.0425531914893617	95.7021276595745	91.5	267	1	112
Integrated environmental assessment and management	Integr Environ Assess Manag	87	56.3333333333333	45	484	3	0.114942528735632	168.413793103448	158	465	2	129
Integrative medicine insights	Integr Med Insights	3	59.6666666666667	55	71	53	0	68.3333333333333	69	76	60	4
Intensive & critical care nursing : the official journal of the British Association of Critical Care Nurses	Intensive Crit Care Nurs	56	56.75	55	142	23	0.0535714285714286	247.732142857143	209.5	781	1	67
Intensive care medicine	Intensive Care Med	476	22.6155462184874	19	121	5	0.00210084033613445	43.3487394957983	30.5	198	1	695
Interactive cardiovascular and thoracic surgery	Interact Cardiovasc Thorac Surg	81	36.0864197530864	31	80	16	0	113.506172839506	100	365	1	641
Interactive journal of medical research	Interact J Med Res	27	72.8518518518518	61	216	22	0.222222222222222	176.259259259259	179	410	29	27
Interdisciplinary perspectives on infectious diseases	Interdiscip Perspect Infect Dis	36	29.25	24	63	12	0	105.083333333333	90	231	27	36
Interdisciplinary sciences, computational life sciences	Interdiscip Sci	105	236.142857142857	214	741	2	0.771428571428571	171.961904761905	127	603	20	110
Interdisciplinary toxicology	Interdiscip Toxicol	32	140.59375	137	290	88	0.875	94.40625	73	344	11	48
Internal and emergency medicine	Intern Emerg Med	226	23.4911504424779	19	416	7	0.0132743362831858	55.9646017699115	42	393	1	229
International archives of allergy and immunology	Int Arch Allergy Immunol	105	61.7904761904762	58	223	30	0.0285714285714286	158.695238095238	147	387	1	136
International archives of medicine	Int Arch Med	52	17.3653846153846	10.5	96	2	0	152.961538461538	119.5	486	10	52
International archives of occupational and environmental health	Int Arch Occup Environ Health	135	14.4888888888889	12	76	6	0	200.525925925926	176	574	21	141
International archives of otorhinolaryngology	Int Arch Otorhinolaryngol	114	111.938596491228	87.5	709	32	0.456140350877193	76.0175438596491	64	284	2	127
International braz j urol : official journal of the Brazilian Society of Urology	Int Braz J Urol	5	258.4	287	358	162	1	148.2	154	176	98	222
International breastfeeding journal	Int Breastfeed J	39	24.5128205128205	16	137	3	0.0512820512820513	230.410256410256	233	660	3	42
International cardiovascular research journal	Int Cardiovasc Res J	72	76.9583333333333	63	201	4	0.333333333333333	75.6527777777778	63	270	6	72
International emergency nursing	Int Emerg Nurs	76	19.2631578947368	8	335	2	0.0263157894736842	115.789473684211	112	405	9	84
International endodontic journal	Int Endod J	219	26.1872146118721	28	281	1	0.0045662100456621	161.470319634703	124	664	23	234
International forum of allergy & rhinology	Int Forum Allergy Rhinol	278	59.9676258992806	50	217	23	0.111510791366906	99.9856115107914	88	457	6	317
International health	Int Health	12	78.4166666666667	73	168	26	0.166666666666667	84.75	77	225	21	123
International immunology	Int Immunol	32	7.875	7	28	2	0	137.34375	125.5	395	14	106
International immunopharmacology	Int Immunopharmacol	623	13.6003210272873	12	126	5	0.00160513643659711	102.380417335474	90	912	1	652
International journal for equity in health	Int J Equity Health	180	24.1222222222222	15	173	2	0.0277777777777778	169.633333333333	160	615	1	182
International journal for numerical methods in biomedical engineering	Int J Numer Method Biomed Eng	93	39.3118279569892	34	93	2	0	193.064516129032	160	587	17	103
International journal for numerical methods in engineering	Int J Numer Methods Eng	1	56	56	56	56	0	184	184	184	184	1
International journal for numerical methods in fluids	Int J Numer Methods Fluids	1	32	32	32	32	0	262	262	262	262	1
International journal for parasitology	Int J Parasitol	169	45.6568047337278	43	119	16	0.0118343195266272	73.4497041420118	66	263	1	175
International journal for parasitology. Drugs and drug resistance	Int J Parasitol Drugs Drug Resist	48	16.9583333333333	16.5	36	8	0	96.4791666666667	69.5	326	21	67
International journal for parasitology. Parasites and wildlife	Int J Parasitol Parasites Wildl	106	16.0471698113208	15	36	7	0	81.7169811320755	65	736	20	109
International journal of Alzheimer's disease	Int J Alzheimers Dis	26	37.2692307692308	35	84	10	0	103.384615384615	98.5	245	36	27
International journal of STD & AIDS	Int J STD AIDS	41	28	27	44	17	0	100.926829268293	103	255	4	335
International journal of adolescence and youth	Int J Adolesc Youth	17	55.5294117647059	48	140	23	0.117647058823529	41.7058823529412	25	169	1	20
International journal of adolescent medicine and health	Int J Adolesc Med Health	60	74.0833333333333	68.5	158	27	0.183333333333333	60.8666666666667	60	124	6	139
International journal of analytical chemistry	Int J Anal Chem	54	43.1666666666667	32	208	9	0.0925925925925926	93.3333333333333	92.5	202	22	55
International journal of antimicrobial agents	Int J Antimicrob Agents	341	38.2258064516129	41	85	7	0	77.0879765395894	70	334	1	363
International journal of biochemistry and molecular biology	Int J Biochem Mol Biol	10	44.8	29.5	186	11	0.1	50.2	38	135	15	10
International journal of biological macromolecules	Int J Biol Macromol	1073	12.067101584343	9	71	2	0	82.3485554520037	69	546	13	1097
International journal of biological sciences	Int J Biol Sci	196	43.5918367346939	35	296	2	0.0408163265306122	92.0102040816327	79	288	4	196
International journal of biomaterials	Int J Biomater	31	37.0967741935484	28	150	7	0.0645161290322581	111.483870967742	105	224	52	31
International journal of biomedical imaging	Int J Biomed Imaging	40	39.675	30.5	161	12	0.05	100.95	96.5	215	3	40
International journal of biometeorology	Int J Biometeorol	242	28.5082644628099	22	427	4	0.0289256198347107	185.107438016529	159	976	2	251
International journal of bipolar disorders	Int J Bipolar Disord	27	41	37	94	11	0	91.2592592592593	78	226	1	31
International journal of breast cancer	Int J Breast Cancer	39	29.1282051282051	26	76	9	0	100.358974358974	88	228	41	39
International journal of burns and trauma	Int J Burns Trauma	17	54	48	128	10	0.176470588235294	38.5294117647059	32	84	11	17
International journal of cancer. Journal international du cancer	Int J Cancer	954	32.958071278826	28	244	2	0.0220125786163522	120.269392033543	113	440	1	971
International journal of cardiology	Int J Cardiol	3350	6.46089552238806	6	239	1	0.000298507462686567	60.3065671641791	39	815	1	3401
International journal of cell biology	Int J Cell Biol	32	52.28125	49.5	94	8	0	95.46875	85.5	183	24	35
International journal of circumpolar health	Int J Circumpolar Health	50	36.22	35.5	75	12	0	90.02	56.5	303	15	56
International journal of clinical and experimental medicine	Int J Clin Exp Med	1431	25.5108315863033	21	183	1	0.00978336827393431	53.3640810621943	54	420	1	1462
International journal of clinical and experimental pathology	Int J Clin Exp Pathol	1016	15.9104330708661	10	188	1	0.00492125984251968	44.0925196850394	46	413	1	1614
International journal of clinical oncology	Int J Clin Oncol	191	22.0104712041885	20	65	8	0	81.1989528795812	75	250	1	202
International journal of clinical pediatric dentistry	Int J Clin Pediatr Dent	65	203.430769230769	227	328	40	0.815384615384615	68.3692307692308	71	131	22	68
International journal of clinical pharmacy	Int J Clin Pharm	221	20.8190045248869	16	151	7	0.0135746606334842	178.755656108597	167	533	4	232
International journal of clinical practice	Int J Clin Pract	101	93.6237623762376	83	220	16	0.445544554455446	113.049504950495	106	359	1	328
International journal of computer assisted radiology and surgery	Int J Comput Assist Radiol Surg	215	22.9488372093023	20	142	9	0.00930232558139535	105.767441860465	106	294	12	224
International journal of cosmetic science	Int J Cosmet Sci	124	43.6935483870968	40	140	7	0.032258064516129	75.5967741935484	67.5	186	3	138
International journal of culture and mental health	Int J Cult Ment Health	1	47	47	47	47	0	388	388	388	388	2
International journal of dentistry	Int J Dent	82	38.0365853658537	29	144	5	0.0487804878048781	74.780487804878	71.5	205	4	88
International journal of dermatology	Int J Dermatol	79	343.848101265823	338	548	106	1	156.746835443038	130	369	8	577
International journal of developmental neuroscience : the official journal of the International Society for Developmental Neuroscience	Int J Dev Neurosci	158	9.48101265822785	8	54	1	0	70.9620253164557	64	506	1	160
International journal of emergency medicine	Int J Emerg Med	67	22.1194029850746	18	53	7	0	126.223880597015	120	447	16	69
International journal of endocrinology	Int J Endocrinol	387	48.1266149870801	27	274	7	0.134366925064599	86.656330749354	80	261	15	407
International journal of endocrinology and metabolism	Int J Endocrinol Metab	69	123.101449275362	110	334	21	0.579710144927536	131.478260869565	128	273	21	70
International journal of environmental analytical chemistry	Int J Environ Anal Chem	1	127	127	127	127	1	90	90	90	90	1
International journal of environmental research and public health	Int J Environ Res Public Health	1175	11.8748936170213	9	130	2	0.00340425531914894	71.2859574468085	63	320	1	1218
International journal of evolutionary biology	Int J Evol Biol	18	41.6666666666667	45	70	15	0	108.277777777778	100.5	230	27	18
International journal of experimental pathology	Int J Exp Pathol	55	64.1272727272727	61	154	25	0.0727272727272727	149.890909090909	143	365	15	64
International journal of family medicine	Int J Family Med	35	35.0571428571429	32	70	9	0	109.028571428571	101	223	54	35
International journal of fertility & sterility	Int J Fertil Steril	146	312.5	298.5	558	78	0.979452054794521	216.856164383562	204	757	41	147
International journal of food microbiology	Int J Food Microbiol	548	7.7463503649635	7	45	1	0	141.131386861314	120	804	5	551
International journal of genomics	Int J Genomics	67	33.6567164179104	29	113	8	0.0149253731343284	96.3432835820896	85	227	28	68
International journal of geriatric psychiatry	Int J Geriatr Psychiatry	217	42.7972350230415	39	128	19	0.00921658986175115	142.967741935484	133	408	14	259
International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	Int J Gynaecol Obstet	420	9.29285714285714	8	97	3	0	181.421428571429	184	365	29	512
International journal of health care finance and economics	Int J Health Care Finance Econ	16	22.9375	22.5	35	12	0	338.75	301.5	977	90	16
International journal of health geographics	Int J Health Geogr	71	20.5633802816901	12	76	3	0	70.7183098591549	69	143	5	72
International journal of health policy and management	Int J Health Policy Manag	249	3.91164658634538	3	37	1	0	56.3172690763052	32	509	4	262
International journal of hematology	Int J Hematol	318	16.6509433962264	15	64	5	0	106.477987421384	93.5	413	1	323
International journal of hepatology	Int J Hepatol	24	26.8333333333333	22	70	11	0	87.3333333333333	71.5	208	35	24
International journal of high risk behaviors & addiction	Int J High Risk Behav Addict	83	92.433734939759	80	239	3	0.421686746987952	112.710843373494	90	421	1	86
International journal of hygiene and environmental health	Int J Hyg Environ Health	108	10.25	8	53	5	0	125.666666666667	98.5	871	2	109
International journal of hypertension	Int J Hypertens	39	37.2564102564103	33	157	6	0.0512820512820513	70.1794871794872	64	216	9	39
International journal of immunogenetics	Int J Immunogenet	82	38.780487804878	36.5	254	16	0.0121951219512195	125.719512195122	119	545	16	88
International journal of impotence research	Int J Impot Res	59	46.5254237288136	42	168	26	0.0169491525423729	272.694915254237	234	955	47	61
International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases	Int J Infect Dis	458	50.8711790393013	45.5	290	2	0.15938864628821	81.6135371179039	70.5	326	1	503
International journal of inflammation	Int J Inflam	34	34.5294117647059	24.5	136	4	0.0294117647058824	80.9705882352941	72.5	187	36	35
International journal of integrated care	Int J Integr Care	45	48.1777777777778	38	144	16	0.0666666666666667	275.888888888889	278	806	1	56
International journal of laboratory hematology	Int J Lab Hematol	111	46.7477477477477	41	201	18	0.018018018018018	92.0720720720721	85	288	14	218
International journal of language & communication disorders / Royal College of Speech & Language Therapists	Int J Lang Commun Disord	63	109.412698412698	90	459	39	0.412698412698413	219.15873015873	209	449	89	99
International journal of legal medicine	Int J Legal Med	250	18.848	15	142	6	0.008	104.52	98	422	1	255
International journal of medical education	Int J Med Educ	39	19.5128205128205	18	45	1	0	132.282051282051	128	404	5	45
International journal of medical informatics	Int J Med Inform	149	10.3959731543624	9	45	4	0	229.41610738255	204	763	1	151
International journal of medical microbiology : IJMM	Int J Med Microbiol	134	8.88059701492537	8	27	3	0	152.089552238806	124.5	671	6	183
International journal of medical sciences	Int J Med Sci	228	36.2543859649123	25	352	4	0.0482456140350877	123.09649122807	106.5	384	13	229
International journal of medicinal chemistry	Int J Med Chem	26	43.3461538461538	36	91	15	0	105.346153846154	92	225	32	27
International journal of mental health systems	Int J Ment Health Syst	77	12.8831168831169	11	49	2	0	88.3116883116883	78	263	2	77
International journal of methods in psychiatric research	Int J Methods Psychiatr Res	51	298.235294117647	271	573	65	0.92156862745098	177.490196078431	165	447	24	64
International journal of microbiology	Int J Microbiol	61	44.8032786885246	29	202	10	0.0491803278688525	94.5245901639344	88	189	12	61
International journal of molecular epidemiology and genetics	Int J Mol Epidemiol Genet	20	39.2	38	83	7	0	37.85	33.5	83	8	22
International journal of molecular imaging	Int J Mol Imaging	11	42.8181818181818	41	87	22	0	82.5454545454545	82	160	33	11
International journal of molecular medicine	Int J Mol Med	614	16.6807817589577	12	233	1	0.00488599348534202	125.107491856678	115.5	283	21	628
International journal of molecular sciences	Int J Mol Sci	2201	14.1004089050432	11	138	2	0.00499772830531577	59.2203543843707	53	458	2	2203
International journal of nephrology	Int J Nephrol	49	36.8979591836735	34	81	9	0	81.8979591836735	77	168	21	49
International journal of nursing studies	Int J Nurs Stud	225	10.4222222222222	9	33	4	0	187.986666666667	182	679	1	248
International journal of obesity (2005)	Int J Obes (Lond)	285	25.5017543859649	14	183	2	0.0350877192982456	138.463157894737	128	519	11	328
International journal of obstetric anesthesia	Int J Obstet Anesth	123	11.6260162601626	8	199	4	0.016260162601626	117.09756097561	122	400	1	128
International journal of occupational medicine and environmental health	Int J Occup Med Environ Health	117	97.1538461538462	96	225	27	0.452991452991453	180.367521367521	137	640	2	131
International journal of older people nursing	Int J Older People Nurs	30	104.933333333333	108.5	191	34	0.566666666666667	196.666666666667	178.5	422	4	40
International journal of oncology	Int J Oncol	803	39.46699875467	31	355	5	0.0423412204234122	48.6612702366127	47	193	16	808
International journal of ophthalmology	Int J Ophthalmol	337	190.629080118694	178	590	29	0.887240356083086	134.272997032641	109	503	1	342
International journal of oral and maxillofacial surgery	Int J Oral Maxillofac Surg	345	38.5884057971015	29	261	14	0.0579710144927536	205.968115942029	203	557	32	346
International journal of oral science	Int J Oral Sci	2	81	81	102	60	0.5	277	277	430	124	49
International journal of orthopaedic and trauma nursing	Int J Orthop Trauma Nurs	9	37.4444444444444	32	80	10	0	153.333333333333	117	390	21	13
International journal of otolaryngology	Int J Otolaryngol	28	41.6785714285714	28.5	180	9	0.0714285714285714	89.25	87.5	183	31	28
International journal of pediatric endocrinology	Int J Pediatr Endocrinol	36	38.7222222222222	43.5	86	3	0	105.416666666667	97.5	215	7	43
International journal of pediatric otorhinolaryngology	Int J Pediatr Otorhinolaryngol	665	10.9353383458647	9	87	4	0	84.5864661654135	75	366	1	677
International journal of pediatrics	Int J Pediatr	62	35.7096774193548	31	89	8	0	99.5967741935484	86	229	12	62
International journal of peptides	Int J Pept	7	53.1428571428571	43	136	15	0.142857142857143	86.1428571428571	77	137	60	7
International journal of pharmaceutics	Int J Pharm	1131	4.38019451812555	3	57	1	0	79.0477453580902	72	438	4	1166
International journal of physiology, pathophysiology and pharmacology	Int J Physiol Pathophysiol Pharmacol	33	36.1515151515151	31	192	1	0.0606060606060606	56.1515151515151	51	174	5	35
International journal of plant genomics	Int J Plant Genomics	2	20.5	20.5	21	20	0	138.5	138.5	152	125	2
International journal of preventive medicine	Int J Prev Med	40	82.975	78.5	197	14	0.25	198.3	166	971	14	334
International journal of primatology	Int J Primatol	4	92.25	97.5	99	75	0	104	74	205	63	9
International journal of proteomics	Int J Proteomics	20	39.9	35	95	16	0	81.7	79.5	149	37	20
International journal of psychology : Journal international de psychologie	Int J Psychol	164	60.2073170731707	38.5	341	16	0.152439024390244	257.469512195122	207.5	919	1	170
International journal of psychophysiology : official journal of the International Organization of Psychophysiology	Int J Psychophysiol	221	7.95927601809955	7	35	2	0	149.171945701357	145	424	26	247
