journal	journal_abbrev	articles	publication_days_mean	publication_days_median	publication_days_max	publication_days_min	publication_days_geq_100	acceptance_days_mean	acceptance_days_median	acceptance_days_max	acceptance_days_min	total_articles
Rice (New York, N.Y.)	Rice (N Y)	40	36.5	32	129	6	0.05	121.075	115.5	260	3	41
Risk analysis : an official publication of the Society for Risk Analysis	Risk Anal	4	38	38	47	29	0	365	252	861	95	261
Royal Society open science	R Soc Open Sci	143	31.4755244755245	29	124	19	0.00699300699300699	91.1328671328671	84	270	4	146
Safety and health at work	Saf Health Work	70	18.2714285714286	15	52	5	0	131.042857142857	114.5	364	26	75
Sao Paulo medical journal = Revista paulista de medicina	Sao Paulo Med J	88	227.909090909091	242	371	29	0.977272727272727	235.090909090909	228	547	29	144
Sarcoidosis, vasculitis, and diffuse lung diseases : official journal of WASOG / World Association of Sarcoidosis and Other Granulomatous Disorders	Sarcoidosis Vasc Diffuse Lung Dis	50	182.5	187	279	33	0.88	110.94	105.5	271	1	54
Sarcoma	Sarcoma	41	28.5853658536585	28	70	11	0	91.219512195122	85	166	33	41
Saudi journal of biological sciences	Saudi J Biol Sci	133	11.0075187969925	10	29	5	0	82.8345864661654	66	293	7	135
Saudi journal of ophthalmology : official journal of the Saudi Ophthalmological Society	Saudi J Ophthalmol	89	12.4606741573034	9	66	4	0	146.168539325843	90	903	1	106
Saudi pharmaceutical journal : SPJ : the official publication of the Saudi Pharmaceutical Society	Saudi Pharm J	119	14.3361344537815	11	196	3	0.0168067226890756	55.0420168067227	48	134	4	125
Scandinavian journal of caring sciences	Scand J Caring Sci	128	67.7734375	59.5	232	22	0.2265625	119.8125	108.5	514	5	138
Scandinavian journal of psychology	Scand J Psychol	127	64.8267716535433	63	117	40	0.015748031496063	179.40157480315	151	634	36	143
Scandinavian journal of surgery : SJS : official organ for the Finnish Surgical Society and the Scandinavian Surgical Society	Scand J Surg	12	58.3333333333333	51.5	103	29	0.0833333333333333	134.166666666667	131	249	55	88
Scandinavian journal of trauma, resuscitation and emergency medicine	Scand J Trauma Resusc Emerg Med	123	17.2113821138211	16	58	2	0	138.016260162602	130	502	1	124
Scanning	Scanning	87	34.6896551724138	33	104	13	0.0114942528735632	72.2873563218391	70	198	21	90
Schizophrenia research	Schizophr Res	682	25.7727272727273	24	111	10	0.00293255131964809	132.958944281525	117.5	672	1	690
Schizophrenia research and treatment	Schizophr Res Treatment	27	42.4074074074074	38	114	11	0.037037037037037	107.740740740741	91	249	62	27
Science & justice : journal of the Forensic Science Society	Sci Justice	104	23.1057692307692	21.5	88	8	0	165.269230769231	138.5	519	4	125
Science (New York, N.Y.)	Science	88	25.3522727272727	21.5	64	7	0	129.375	118.5	458	36	2872
Science China. Life sciences	Sci China Life Sci	276	74.4094202898551	54	470	1	0.253623188405797	59.804347826087	44	747	1	287
Science and engineering ethics	Sci Eng Ethics	154	18.7727272727273	12	296	4	0.0194805194805195	108.720779220779	106.5	404	1	162
Science education	Sci Educ	1	72	72	72	72	0	243	243	243	243	1
Science translational medicine	Sci Transl Med	2	38	38	57	19	0	107.5	107.5	109	106	467
Scientific data	Sci Data	78	43.2435897435897	37.5	126	15	0.0256410256410256	105.269230769231	85.5	296	21	85
Scientific reports	Sci Rep	7709	30.8936308211182	27	258	13	0.00441042936827085	112.507847969905	102	706	1	7749
Scientifica	Scientifica (Cairo)	98	33.5816326530612	27	115	8	0.0306122448979592	73.7244897959184	71.5	203	17	98
Scoliosis	Scoliosis	39	18.8461538461538	15	69	2	0	86.7948717948718	70	520	4	62
Seizure	Seizure	269	9.88104089219331	8	35	3	0	100.68029739777	89	271	1	279
Self and identity : the journal of the International Society for Self and Identity	Self Identity	1	30	30	30	30	0	165	165	165	165	4
Semergen / Sociedad Espanola de Medicina Rural y Generalista	Semergen	265	77.8679245283019	62	480	17	0.192452830188679	72.5811320754717	49	430	1	294
Seminars in arthritis and rheumatism	Semin Arthritis Rheum	155	7.59354838709677	6	59	2	0	114.535483870968	98	654	1	161
Seminars in cancer biology	Semin Cancer Biol	92	14.1739130434783	11	55	6	0	96.4782608695652	62	359	1	105
Seminars in cell & developmental biology	Semin Cell Dev Biol	242	10.896694214876	8	36	4	0	56.7479338842975	45	330	1	290
Seminars in dialysis	Semin Dial	1	84	84	84	84	0	410	410	410	410	212
Seminars in immunology	Semin Immunol	84	29.3214285714286	28	58	13	0	35.5714285714286	30	234	1	95
Seminars in immunopathology	Semin Immunopathol	82	27.8536585365854	26.5	58	10	0	53.6219512195122	35.5	214	1	91
Sensors (Basel, Switzerland)	Sensors (Basel)	2009	10.9352911896466	8	203	1	0.000995520159283225	71.1060228969637	62	368	1	2014
Sexual & reproductive healthcare : official journal of the Swedish Association of Midwives	Sex Reprod Healthc	53	8.75471698113208	7	52	2	0	216.962264150943	196	624	20	58
Sexual and relationship therapy : journal of the British Association for Sexual and Relationship Therapy	Sex Relation Ther	2	46.5	46.5	55	38	0	95	95	108	82	3
Sexual health	Sex Health	54	63.6666666666667	64	127	21	0.0555555555555556	138.092592592593	110.5	502	11	139
Sexually transmitted infections	Sex Transm Infect	31	35.7096774193548	23	222	15	0.0645161290322581	114.709677419355	123	258	3	257
Skeletal muscle	Skelet Muscle	40	33.8	28	217	11	0.025	85.175	78.5	187	25	41
Skeletal radiology	Skeletal Radiol	336	23.8541666666667	22	94	10	0	106.25	92.5	347	1	368
Skin pharmacology and physiology	Skin Pharmacol Physiol	52	166.923076923077	162.5	324	44	0.865384615384615	157.307692307692	136	379	36	54
Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI)	Skin Res Technol	1	140	140	140	140	1	25	25	25	25	119
Sleep	Sleep	150	158.52	181.5	269	2	0.813333333333333	153.646666666667	147	558	1	421
Sleep & breathing = Schlaf & Atmung	Sleep Breath	282	30.145390070922	17	715	6	0.024822695035461	113.719858156028	100.5	360	3	286
Sleep disorders	Sleep Disord	29	51.551724137931	44	114	9	0.0344827586206897	98.9655172413793	81	229	37	29
Sleep medicine	Sleep Med	403	53.7444168734491	48	204	3	0.126550868486352	98.0694789081886	95	398	1	413
Sleep medicine reviews	Sleep Med Rev	74	11.2972972972973	10	36	7	0	150.851351351351	152.5	413	1	79
Social cognitive and affective neuroscience	Soc Cogn Affect Neurosci	90	8.57777777777778	5.5	56	2	0	219	209.5	540	74	259
Social psychiatry and psychiatric epidemiology	Soc Psychiatry Psychiatr Epidemiol	267	16.0898876404494	14	124	5	0.00374531835205993	192.191011235955	164	656	3	272
Social science & medicine (1982)	Soc Sci Med	580	6.53275862068966	3	151	1	0.00172413793103448	234.287931034483	214.5	817	2	952
Social science research	Soc Sci Res	200	12.61	12	36	5	0	397.725	381	959	69	206
Socioaffective neuroscience & psychology	Socioaffect Neurosci Psychol	3	62.6666666666667	59	92	37	0	147.333333333333	124	241	77	5
Sociology compass	Sociol Compass	1	72	72	72	72	0	81	81	81	81	3
Solar physics	Sol Phys	1	13	13	13	13	0	69	69	69	69	1
Solid state nuclear magnetic resonance	Solid State Nucl Magn Reson	54	12.0925925925926	10	35	7	0	95.0925925925926	85.5	337	33	58
Source code for biology and medicine	Source Code Biol Med	31	15.0645161290323	14	49	3	0	135.387096774194	121	385	11	32
South African journal of surgery. Suid-Afrikaanse tydskrif vir chirurgie	S Afr J Surg	14	85.2142857142857	80.5	184	36	0.285714285714286	217.142857142857	185.5	739	21	26
South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde	S Afr Med J	76	76.3421052631579	68.5	230	1	0.302631578947368	61.3157894736842	37.5	491	1	319
Spatial and spatio-temporal epidemiology	Spat Spatiotemporal Epidemiol	41	17.219512195122	13	70	6	0	254.414634146341	215	582	43	43
Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy	Spectrochim Acta A Mol Biomol Spectrosc	2408	13.8367940199336	12	74	3	0	114.079318936877	99	650	4	2415
Spermatogenesis	Spermatogenesis	9	22.7777777777778	14	50	8	0	40.7777777777778	49	82	1	10
Spinal cord	Spinal Cord	276	43.786231884058	39	127	21	0.0108695652173913	156.442028985507	134	523	21	361
Spirituality in clinical practice	Spritual Clin Pract	1	75	75	75	75	0	229	229	229	229	1
SpringerPlus	Springerplus	1045	18.0555023923445	13	198	1	0.0124401913875598	90.8430622009569	82	383	1	1067
Standards in genomic sciences	Stand Genomic Sci	25	95.88	66	175	34	0.36	87.96	119	186	3	154
Statistics and computing	Stat Comput	1	36	36	36	36	0	311	311	311	311	4
Statistics in biosciences	Stat Biosci	2	43	43	64	22	0	329.5	329.5	432	227	13
Statistics in medicine	Stat Med	434	27.5829493087558	25	612	12	0.00460829493087558	323.861751152074	293	842	11	481
Stem cell reports	Stem Cell Reports	262	34.6679389312977	35	56	24	0	175.797709923664	163	736	9	274
Stem cell research	Stem Cell Res	154	10.4090909090909	9	57	2	0	153.649350649351	134	465	3	157
Stem cell research & therapy	Stem Cell Res Ther	228	18.8947368421053	15	190	2	0.0043859649122807	173.662280701754	168	460	3	316
Stem cells (Dayton, Ohio)	Stem Cells	79	50.9240506329114	36	336	13	0.0379746835443038	157.556962025316	148	884	27	462
Stem cells international	Stem Cells Int	134	47.2686567164179	28.5	212	10	0.141791044776119	85.7164179104478	82.5	224	26	141
Stem cells translational medicine	Stem Cells Transl Med	45	54.7111111111111	51	93	32	0	152.488888888889	138	470	67	252
Stereotactic and functional neurosurgery	Stereotact Funct Neurosurg	82	112.426829268293	110.5	229	42	0.646341463414634	162.670731707317	159.5	481	6	94
Steroids	Steroids	279	16.4659498207885	12	120	5	0.003584229390681	131.21146953405	116	375	3	299
Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al]	Strahlenther Onkol	194	47.7216494845361	36.5	135	15	0.0515463917525773	96.3092783505155	89	406	2	259
Strategies in trauma and limb reconstruction (Online)	Strategies Trauma Limb Reconstr	39	12.1282051282051	12	30	4	0	328.102564102564	313	800	23	40
Stress and health : journal of the International Society for the Investigation of Stress	Stress Health	61	50.7704918032787	42	234	16	0.114754098360656	207.540983606557	189	560	10	84
Stroke research and treatment	Stroke Res Treat	36	31.6111111111111	26	83	13	0	86.8611111111111	77.5	189	25	38
Stroke; a journal of cerebral circulation	Stroke	148	33.4864864864865	29	104	17	0.00675675675675676	75.4391891891892	65	464	1	1089
Structure (London, England : 1993)	Structure	245	44.3551020408163	42	106	20	0.00408163265306122	98.9795918367347	83	491	2	331
Studies in history and philosophy of biological and biomedical sciences	Stud Hist Philos Biol Biomed Sci	77	36.4025974025974	35	102	18	0.012987012987013	98.5324675324675	13	696	1	102
Studies in history and philosophy of science	Stud Hist Philos Sci	9	29.7777777777778	28	43	22	0	220	222	451	76	54
Substance abuse : research and treatment	Subst Abuse	18	58.2222222222222	64	103	22	0.0555555555555556	61.5	61	110	31	19
Substance abuse treatment, prevention, and policy	Subst Abuse Treat Prev Policy	70	14.2142857142857	10	76	1	0	132.485714285714	129	304	45	72
Suicide & life-threatening behavior	Suicide Life Threat Behav	99	98.3131313131313	86	503	53	0.333333333333333	159.333333333333	142	541	1	105
Sultan Qaboos University medical journal	Sultan Qaboos Univ Med J	148	128.452702702703	127.5	274	27	0.668918918918919	114.243243243243	110.5	398	16	154
Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer	Support Care Cancer	694	18.1902017291066	16	109	6	0.00144092219020173	135.719020172911	123	463	5	709
Surface and interface analysis : SIA	Surf Interface Anal	2	54.5	54.5	66	43	0	128.5	128.5	155	102	6
Surgery	Surgery	518	57.5057915057915	53	259	2	0.135135135135135	106.546332046332	99	811	1	676
Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery	Surg Obes Relat Dis	425	15.6494117647059	9	192	1	0.0188235294117647	79.0329411764706	72	691	1	492
Surgery research and practice	Surg Res Pract	37	46.5675675675676	34	161	8	0.0810810810810811	89.7297297297297	77	255	26	37
Surgery today	Surg Today	370	82.9189189189189	55.5	568	11	0.286486486486487	155.256756756757	121.5	985	7	377
Surgical and radiologic anatomy : SRA	Surg Radiol Anat	244	13.9016393442623	12	97	4	0	136.020491803279	121	411	3	249
Surgical endoscopy	Surg Endosc	890	39.8550561797753	34	362	9	0.0393258426966292	125.539325842697	117	518	1	924
Surgical neurology international	Surg Neurol Int	423	83.0401891252955	76	385	14	0.267139479905437	81.2624113475177	66	489	1	446
Surgical oncology	Surg Oncol	62	15.4677419354839	10	212	3	0.0161290322580645	127.096774193548	105	526	3	64
Surgical practice	Surg Pract	1	118	118	118	118	1	320	320	320	320	1
Survey of ophthalmology	Surv Ophthalmol	83	31.5903614457831	10	252	4	0.108433734939759	196.409638554217	151	977	2	91
Surveys in geophysics	Surv Geophys	1	38	38	38	38	0	158	158	158	158	1
Symbiosis (Philadelphia, Pa.)	Symbiosis	2	17	17	26	8	0	253.5	253.5	409	98	2
Synapse (New York, N.Y.)	Synapse	93	29.1290322580645	26	113	3	0.010752688172043	118.94623655914	119	443	36	103
Systematic and applied microbiology	Syst Appl Microbiol	99	28.6262626262626	21	115	7	0.0101010101010101	125.080808080808	99	766	1	104
Systematic biology	Syst Biol	25	7.04	6	16	3	0	211.68	178	493	55	128
Systematic parasitology	Syst Parasitol	121	48.0413223140496	49	103	8	0.00826446280991736	54.2066115702479	43	400	3	121
Systematic reviews	Syst Rev	234	18.7649572649573	16	86	4	0	98.2606837606838	89.5	399	5	236
Systems and synthetic biology	Syst Synth Biol	53	14.2264150943396	11	68	5	0	88.6037735849057	67	423	2	54
TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik	Theor Appl Genet	295	22.6508474576271	20	229	8	0.0101694915254237	144.606779661017	135	425	17	296
Talanta	Talanta	1362	12.4001468428781	9	92	1	0	83.8428781204112	79	314	14	1363
Targeted oncology	Target Oncol	58	21.0862068965517	18	57	7	0	122.534482758621	114	251	1	67
Techniques in coloproctology	Tech Coloproctol	182	48.9835164835165	35	428	9	0.104395604395604	99.456043956044	77	360	1	205
Technology in cancer research & treatment	Technol Cancer Res Treat	21	212.47619047619	125	377	40	0.761904761904762	122.809523809524	118	269	28	130
The AAPS journal	AAPS J	238	30.8739495798319	25	176	7	0.00840336134453781	92.8991596638655	81	432	3	242
The American journal of cardiology	Am J Cardiol	1016	15.9970472440945	14	136	2	0.000984251968503937	58.7834645669291	55	758	1	1049
The American journal of case reports	Am J Case Rep	69	94.3478260869565	95	349	19	0.376811594202899	32.7536231884058	21	401	2	225
The American journal of clinical nutrition	Am J Clin Nutr	61	31.4918032786885	30	55	19	0	172.27868852459	140	603	58	593
The American journal of emergency medicine	Am J Emerg Med	1019	9.74975466143278	8	354	2	0.00294406280667321	38.9263984298332	22	308	1	1045
The American journal of gastroenterology	Am J Gastroenterol	226	60.4646017699115	56	160	26	0.0707964601769911	136.991150442478	123.5	606	2	554
The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry	Am J Geriatr Psychiatry	155	13.8645161290323	6	475	2	0.0193548387096774	150.335483870968	147	414	1	165
The American journal of medicine	Am J Med	548	22.779197080292	19	174	2	0.0072992700729927	68.5875912408759	31.5	414	1	733
The American journal of pathology	Am J Pathol	409	55.8753056234719	54	198	8	0.0244498777506112	135.112469437653	120	587	6	469
The American journal of tropical medicine and hygiene	Am J Trop Med Hyg	113	66.0973451327434	56	235	7	0.15929203539823	146.026548672566	135	465	1	723
The American journal on addictions / American Academy of Psychiatrists in Alcoholism and Addictions	Am J Addict	108	98.3796296296296	97	316	11	0.462962962962963	171.583333333333	162	377	18	155
The Annals of applied biology	Ann Appl Biol	6	62.5	62	83	46	0	106.333333333333	116	170	18	6
The Annals of occupational hygiene	Ann Occup Hyg	21	54	48	85	30	0	156.666666666667	148	282	15	166
The Annals of thoracic surgery	Ann Thorac Surg	800	99.27	87	366	6	0.32125	115.8625	92	993	1	1745
The Australasian journal of dermatology	Australas J Dermatol	150	96.98	80.5	369	17	0.406666666666667	113.94	85.5	701	19	198
The Australian & New Zealand journal of obstetrics & gynaecology	Aust N Z J Obstet Gynaecol	107	77.8224299065421	66	213	23	0.252336448598131	119.588785046729	105	290	16	185
The Brazilian journal of infectious diseases : an official publication of the Brazilian Society of Infectious Diseases	Braz J Infect Dis	178	71.6348314606742	58	710	19	0.191011235955056	78.623595505618	73.5	292	1	179
The British journal of dermatology	Br J Dermatol	32	24.03125	24	58	5	0	105.5625	78.5	492	2	1034
The British journal of educational psychology	Br J Educ Psychol	6	65.6666666666667	43	120	33	0.333333333333333	304.166666666667	283.5	676	95	66
The British journal of ophthalmology	Br J Ophthalmol	85	28.7411764705882	23	183	12	0.0235294117647059	123.788235294118	119	368	9	613
The British journal of oral & maxillofacial surgery	Br J Oral Maxillofac Surg	361	36.9778393351801	28	208	15	0.0415512465373961	179.03324099723	194	412	1	371
The British journal of psychiatry : the journal of mental science	Br J Psychiatry	30	151	153.5	193	63	0.933333333333333	220.966666666667	210	443	59	367
The British journal of social psychology / the British Psychological Society	Br J Soc Psychol	1	47	47	47	47	0	191	191	191	191	61
The British journal of surgery	Br J Surg	191	70.4659685863874	67	147	33	0.109947643979058	144.670157068063	139	360	4	421
The Canadian journal of cardiology	Can J Cardiol	483	11.0124223602484	5	247	1	0.0186335403726708	61.7515527950311	47	498	1	527
The EMBO journal	EMBO J	53	26.5471698113208	26	61	9	0	138.339622641509	126	385	16	418
The EPMA journal	EPMA J	33	27.7575757575758	27	48	5	0	72.030303030303	59	186	2	33
The Eurasian journal of medicine	Eurasian J Med	21	247.619047619048	248	493	10	0.904761904761905	82.4285714285714	81	224	3	61
The European journal of developmental psychology	Eur J Dev Psychol	1	37	37	37	37	0	307	307	307	307	3
The European journal of health economics : HEPAC : health economics in prevention and care	Eur J Health Econ	133	28.5488721804511	24	274	7	0.0075187969924812	220.413533834586	205	873	3	149
The European journal of neuroscience	Eur J Neurosci	443	33.1534988713318	35	126	1	0.00225733634311512	116.681715575621	99	695	1	518
The European physical journal. C, Particles and fields	Eur Phys J C Part Fields	110	33.3181818181818	27	181	11	0.0363636363636364	98.6636363636364	84.5	328	7	110
The European physical journal. E, Soft matter	Eur Phys J E Soft Matter	187	41.7058823529412	32	201	9	0.0374331550802139	137.363636363636	115	528	3	190
The European respiratory journal	Eur Respir J	64	62.921875	59.5	132	16	0.0625	134.90625	117.5	545	4	737
The FEBS journal	FEBS J	526	25.4429657794677	25	120	1	0.00380228136882129	114.083650190114	97	614	5	571
The Gerontologist	Gerontologist	40	68.325	67	124	33	0.15	112.55	108	270	39	220
The ISME journal	ISME J	364	55.4368131868132	45	230	28	0.0796703296703297	131.354395604396	122	415	8	376
The Ibis	Ibis (Lond 1859)	2	32	32	33	31	0	338.5	338.5	525	152	2
The Indian journal of surgery	Indian J Surg	447	35.4004474272931	16	746	6	0.0425055928411633	261.085011185682	197	944	2	496
The Indian journal of tuberculosis	Indian J Tuberc	5	102	90	167	80	0.2	275	288	420	14	75
The International journal of eating disorders	Int J Eat Disord	115	27.7391304347826	20	124	9	0.0347826086956522	129.226086956522	110	470	3	194
The International journal of health planning and management	Int J Health Plann Manage	43	60.8837209302326	51	224	26	0.0697674418604651	302.395348837209	232	827	7	62
The International journal of pharmacy practice	Int J Pharm Pract	75	67.0533333333333	51	422	24	0.12	266.32	251	879	22	100
The International journal of psycho-analysis	Int J Psychoanal	1	120	120	120	120	1	205	205	205	205	159
The International journal on drug policy	Int J Drug Policy	267	11.4531835205993	10	55	5	0	145.265917602996	126	541	1	280
The Journal of adolescent health : official publication of the Society for Adolescent Medicine	J Adolesc Health	208	62.0336538461538	60.5	113	12	0.0144230769230769	124.600961538462	113	293	11	386
The Journal of agricultural science	J Agric Sci	4	56.75	46	99	36	0	288.25	241	533	138	4
The Journal of allergy and clinical immunology	J Allergy Clin Immunol	718	54.458217270195	50	209	12	0.0250696378830084	144.789693593315	132	681	1	818
The Journal of animal ecology	J Anim Ecol	211	31.3270142180095	26	181	2	0.00947867298578199	203.682464454976	193	598	14	227
The Journal of antibiotics	J Antibiot (Tokyo)	227	39.8017621145374	35	100	19	0.00440528634361234	120.030837004405	98	784	7	238
The Journal of antimicrobial chemotherapy	J Antimicrob Chemother	112	33.3928571428571	33	70	20	0	95.7053571428571	85.5	595	23	787
The Journal of applied ecology	J Appl Ecol	23	42.7391304347826	42	81	8	0	155.260869565217	142	340	30	25
The Journal of arthroplasty	J Arthroplasty	741	17.2537112010796	7	454	2	0.039136302294197	111.048582995951	93	742	1	756
The Journal of cell biology	J Cell Biol	18	31.1666666666667	32	40	26	0	131.444444444444	133.5	200	41	458
The Journal of clinical investigation	J Clin Invest	526	50.0665399239544	46	116	25	0.00380228136882129	190.051330798479	163.5	794	17	796
The Journal of clinical psychiatry	J Clin Psychiatry	15	228.866666666667	233	274	96	0.933333333333333	151.133333333333	144	268	78	395
The Journal of comparative neurology	J Comp Neurol	236	38.7796610169492	28	199	2	0.0466101694915254	135.161016949153	117	663	5	294
The Journal of dermatology	J Dermatol	268	53.839552238806	49.5	222	30	0.0223880597014925	84.0410447761194	66.5	548	1	657
The Journal of ecology	J Ecol	8	64.75	53	125	23	0.25	173.875	137.5	402	92	9
The Journal of emergency medicine	J Emerg Med	540	102.057407407407	83	598	32	0.294444444444444	223.824074074074	195.5	864	1	544
The Journal of endocrinology	J Endocrinol	1	43	43	43	43	0	8	8	8	8	241
The Journal of eukaryotic microbiology	J Eukaryot Microbiol	129	70.7984496124031	70	221	5	0.201550387596899	114.682170542636	92	624	3	142
The Journal of experimental biology	J Exp Biol	71	13.4507042253521	12	69	4	0	135.295774647887	124	315	14	690
The Journal of experimental medicine	J Exp Med	38	27.0789473684211	26	68	14	0	223.578947368421	194	601	106	317
The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons	J Foot Ankle Surg	1	58	58	58	58	0	146	146	146	146	389
The Journal of general physiology	J Gen Physiol	2	29	29	31	27	0	146	146	183	109	161
The Journal of general virology	J Gen Virol	50	8.18	7	23	2	0	72.14	72	144	7	494
The Journal of hand surgery	J Hand Surg Am	469	58.6652452025586	52	314	13	0.0554371002132196	123.509594882729	105	745	1	676
The Journal of hand surgery, European volume	J Hand Surg Eur Vol	29	79.5172413793103	50	265	24	0.206896551724138	188.310344827586	170	427	88	275
The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation	J Heart Lung Transplant	351	10.0598290598291	7	100	1	0.00284900284900285	125.25641025641	131	821	1	357
The Journal of heredity	J Hered	25	38.52	41	53	18	0	128.48	111	256	18	115
The Journal of hospital infection	J Hosp Infect	235	32.331914893617	28	121	8	0.0212765957446809	144.825531914894	134	628	1	244
The Journal of infection	J Infect	281	12.4199288256228	8	62	4	0	83.0711743772242	78	324	1	319
The Journal of infectious diseases	J Infect Dis	210	15.7095238095238	12	85	3	0	84.1761904761905	72	400	1	988
The Journal of international medical research	J Int Med Res	51	139.098039215686	125	277	49	0.647058823529412	74.0980392156863	57	373	13	192
The Journal of investigative dermatology	J Invest Dermatol	371	28.5121293800539	21	155	2	0.0242587601078167	148.536388140162	131	496	23	721
The Journal of membrane biology	J Membr Biol	183	21.9453551912568	17	217	7	0.0109289617486339	97.8306010928962	86	375	13	190
The Journal of molecular diagnostics : JMD	J Mol Diagn	97	61.3814432989691	62	114	11	0.0309278350515464	146.742268041237	133	453	13	116
The Journal of molluscan studies	J Molluscan Stud	2	68	68	75	61	0	195	195	242	148	2
The Journal of nursing education	J Nurs Educ	119	112.151260504202	103	292	27	0.571428571428571	162.579831932773	139	729	28	229
The Journal of nutrition	J Nutr	81	38.8765432098765	27	237	14	0.0740740740740741	117.543209876543	111	301	23	489
The Journal of nutritional biochemistry	J Nutr Biochem	255	37.0627450980392	35	75	8	0	153.149019607843	147	395	41	256
The Journal of pathology	J Pathol	197	43.6598984771574	43	174	1	0.0203045685279188	120.705583756345	121	376	7	257
The Journal of pediatrics	J Pediatr	821	40.8136419001218	41	92	3	0	114.883069427527	115	607	5	1014
The Journal of pharmacology and experimental therapeutics	J Pharmacol Exp Ther	23	4.08695652173913	1	20	1	0	107.782608695652	83	443	43	369
The Journal of pharmacy and pharmacology	J Pharm Pharmacol	258	63.0387596899225	57	210	26	0.104651162790698	115.538759689922	104.5	313	19	265
The Journal of physiology	J Physiol	251	27.2310756972112	33	63	2	0	87.4900398406375	80	355	5	749
The Journal of prosthetic dentistry	J Prosthet Dent	452	101.54203539823	82	449	26	0.373893805309735	161.887168141593	153	722	2	468
The Journal of small animal practice	J Small Anim Pract	119	57.6134453781513	53	141	30	0.0336134453781513	157.63025210084	125	636	1	218
The Journal of steroid biochemistry and molecular biology	J Steroid Biochem Mol Biol	299	8.01003344481605	5	118	1	0.00334448160535117	112.515050167224	103	633	1	305
The Journal of surgical research	J Surg Res	922	9.20065075921909	7	299	2	0.0108459869848156	107.026030368764	92	651	3	926
The Journal of the American Academy of Orthopaedic Surgeons	J Am Acad Orthop Surg	1	218	218	218	218	1	180	180	180	180	162
The Journal of the Association of Nurses in AIDS Care : JANAC	J Assoc Nurses AIDS Care	84	36.6428571428571	10	165	3	0.0833333333333333	143.154761904762	134	709	3	110
The Journal of thoracic and cardiovascular surgery	J Thorac Cardiovasc Surg	1041	16.6272814601345	7	366	1	0.0201729106628242	81.5398655139289	70	818	1	1355
The Journal of urology	J Urol	1	145	145	145	145	1	60	60	60	60	1803
The Journal of wildlife management	J Wildl Manage	4	76.5	69.5	120	47	0.25	332.75	291.5	582	166	4
The Kaohsiung journal of medical sciences	Kaohsiung J Med Sci	172	110.116279069767	97	459	24	0.476744186046512	114.476744186047	100.5	498	15	174
The Knee	Knee	238	22.5840336134454	14	177	3	0.0294117647058824	211.936974789916	181.5	733	6	272
The Korean journal of internal medicine	Korean J Intern Med	190	166.247368421053	152.5	631	2	0.615789473684211	85.2052631578947	69	601	1	204
The Korean journal of pain	Korean J Pain	82	48.0975609756098	37	125	6	0.0609756097560976	63.9146341463415	60	356	1	84
The Korean journal of parasitology	Korean J Parasitol	171	88.5204678362573	81	240	31	0.274853801169591	118.438596491228	119	328	12	171
The Korean journal of physiology & pharmacology : official journal of the Korean Physiological Society and the Korean Society of Pharmacology	Korean J Physiol Pharmacol	124	55.1209677419355	51	141	13	0.0564516129032258	79.9354838709677	68	316	4	125
The Korean journal of thoracic and cardiovascular surgery	Korean J Thorac Cardiovasc Surg	165	175.066666666667	179	336	7	0.836363636363636	70.6242424242424	63	193	6	165
The Lancet. Global health	Lancet Glob Health	7	57.1428571428571	55	126	13	0.142857142857143	40.4285714285714	14	121	2	445
The Lancet. Infectious diseases	Lancet Infect Dis	14	92.8571428571429	82.5	204	42	0.357142857142857	124.428571428571	80.5	336	1	514
The Lancet. Neurology	Lancet Neurol	30	30.8333333333333	20	154	2	0.0333333333333333	72.3333333333333	63.5	294	1	380
The Lancet. Oncology	Lancet Oncol	18	40.5	42	67	13	0	24.1111111111111	17.5	68	1	792
The Lancet. Respiratory medicine	Lancet Respir Med	49	30.6122448979592	29	91	2	0	32.1224489795918	12	116	1	629
The Laryngoscope	Laryngoscope	509	57.7328094302554	39	683	13	0.108055009823183	96.6738703339882	84	390	1	824
The Libyan journal of medicine	Libyan J Med	33	31.0909090909091	26	65	10	0	53.4242424242424	48	114	5	51
The New phytologist	New Phytol	666	41.8903903903904	41	104	14	0.0015015015015015	78.5975975975976	71	283	4	852
The Onderstepoort journal of veterinary research	Onderstepoort J Vet Res	36	124.861111111111	127	219	36	0.666666666666667	126.888888888889	113	273	42	69
The Pan African medical journal	Pan Afr Med J	1230	58.239837398374	21	742	1	0.168292682926829	112.608130081301	65	910	1	1264
The Plant cell	Plant Cell	68	19.25	19	31	10	0	83.0735294117647	71.5	229	22	501
